area,item,year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
5,3,1999,534.0,34200.0,17.55
48,4,2012,1668.0,54716.4,15.14
73,3,1999,494.0,20450.0,25.5
14,6,2011,1761.0,119166.69999999998,21.74
46,8,1999,832.0,81583.0,7.64
42,5,1993,1083.0,66388.0,26.07
80,0,1997,1212.0,249.0,19.78
26,1,2009,2274.0,9666.87,22.42
42,8,2013,1083.0,45620.0,25.85
3,0,2001,591.0,63700.17,18.42
88,1,2009,2331.0,2191.37,27.45
73,8,1999,494.0,20450.0,23.8
44,6,2007,216.0,1062.61,23.92
79,1,2011,637.0,6582.9,11.26
82,1,2004,686.0,419.97,25.38
73,1,1997,494.0,16936.0,26.82
73,6,1995,494.0,7681.0,18.68
5,5,1999,534.0,34200.0,12.1
42,0,2004,1083.0,35113.0,24.85
42,5,1997,1083.0,52279.0,24.83
42,7,1995,1083.0,61257.0,26.01
89,3,2000,624.0,1721.0,8.42
92,4,1996,1622.0,21901.0,27.37
14,1,2004,1761.0,119166.69999999998,25.94
29,3,2002,383.0,27.63,24.86
14,0,2002,1761.0,119166.69999999998,25.56
43,4,1998,2702.0,1597.0,27.28
14,6,2007,1761.0,119166.69999999998,20.93
42,1,2006,1083.0,37423.0,25.85
84,1,2009,495.0,26857.0,15.44
62,7,2007,758.0,64501.28,20.17
42,8,2011,1083.0,55540.0,27.29
43,6,2011,2702.0,1597.0,27.19
42,4,1996,1083.0,56114.0,26.1
14,1,1998,1761.0,118930.56,28.76
62,3,1997,758.0,34468.93,20.35
26,6,1995,2274.0,2658.0,22.19
22,2,1996,3240.0,18131.0,27.12
84,6,1998,495.0,24304.0,16.11
80,4,1997,1212.0,249.0,19.78
42,6,1999,1083.0,46195.0,26.21
5,3,2009,534.0,38065.68,12.87
62,4,2010,758.0,63402.29,19.38
33,1,1999,700.0,30019.0,10.58
74,5,2013,3142.0,105.0,25.44
14,9,2007,1761.0,119166.69999999998,20.93
43,0,2002,2702.0,1597.0,27.71
73,3,1990,494.0,5299.0,23.14
43,1,2004,2702.0,1597.0,27.57
3,1,1992,591.0,26156.0,17.09
5,4,1990,534.0,17866.0,16.8
73,6,1992,494.0,5518.0,22.36
16,6,2007,748.0,292.05,28.96
3,3,2006,591.0,65872.12,18.1
64,8,1993,346.0,10585.43,16.94
3,8,2013,591.0,119166.69999999998,16.88
14,4,1995,1761.0,92967.22,25.65
43,7,1997,2702.0,1597.0,27.26
22,9,1990,3240.0,18058.29,22.4
92,8,2000,1622.0,20334.0,27.52
42,6,1991,1083.0,72133.0,25.74
88,1,2010,2331.0,1286.65,27.7
14,5,1997,1761.0,110276.11,24.71
25,3,1991,1410.0,4971.0,26.57
21,8,1991,1522.0,15373.0,13.0
42,4,1997,1083.0,52279.0,26.38
46,1,2007,832.0,80454.0,13.32
42,1,2005,1083.0,35342.0,25.85
69,3,1990,1732.0,3490.0,13.64
10,8,1996,2666.0,1919.0,26.15
97,3,2013,1220.0,17673.46,9.57
51,8,2010,641.0,1027.5,5.67
5,5,2009,534.0,38065.68,12.87
73,7,2002,494.0,10881.83,27.88
37,0,2007,1651.0,400.55,27.28
46,7,1999,832.0,81583.0,12.95
42,3,1994,1083.0,61357.0,24.29
14,0,1996,1761.0,101621.67,17.83
64,1,2005,346.0,13966.0,18.18
60,8,1992,92.0,39.09,27.52
62,0,2011,758.0,65961.1,21.55
97,3,2002,1220.0,30995.26,10.91
54,8,2002,56.0,5291.88,20.73
42,5,1995,1083.0,61257.0,25.44
56,8,1992,1513.0,101.06,19.76
73,6,2009,494.0,3957.61,23.62
59,0,2008,282.0,9.99,27.62
5,4,2001,534.0,32710.0,17.85
26,8,1992,2274.0,2012.0,21.94
99,0,1996,1020.0,1670.0,21.19
73,8,2013,494.0,0.92,19.98
16,7,2008,748.0,190.92,28.4
73,6,2010,494.0,2968.44,25.48
72,3,2007,1414.0,722.07,3.96
73,7,2002,494.0,10881.83,23.83
46,5,2011,832.0,70690.0,8.68
62,1,2008,758.0,61732.11,25.22
42,3,2007,1083.0,27422.77,27.51
47,2,1997,2051.0,909.71,27.8
60,3,2007,92.0,9.8,27.88
69,8,2013,1732.0,5086.0,13.57
10,1,2004,2666.0,5587.81,26.14
14,7,2007,1761.0,119166.69999999998,24.78
14,1,2004,1761.0,119166.69999999998,18.75
64,8,2001,346.0,13842.57,18.73
42,0,2010,1083.0,40093.69,26.52
74,3,1998,3142.0,105.0,26.05
14,7,2001,1761.0,119166.69999999998,20.96
98,8,2013,1300.0,19028.6,15.92
14,3,1990,1761.0,49695.0,18.47
94,6,1998,593.0,30162.0,12.56
62,4,2007,758.0,64501.28,21.35
5,6,2002,534.0,26651.0,12.31
84,6,2001,495.0,26857.0,15.68
49,6,2002,250.0,3361.84,4.77
42,5,2012,1083.0,52980.0,26.33
21,1,2012,1522.0,9830.72,6.82
32,6,1990,867.0,97701.0,11.96
42,1,1992,1083.0,70791.0,25.27
95,7,2008,1180.0,88.0,23.68
73,3,1993,494.0,4945.0,23.08
53,1,2006,788.0,5.25,14.18
42,4,2004,1083.0,35113.0,26.25
22,9,2010,3240.0,48618.46,27.54
73,6,2007,494.0,5935.96,19.5
62,0,1990,758.0,34468.93,21.46
14,5,2013,1761.0,119166.69999999998,26.4
62,4,2010,758.0,63402.29,25.04
6,3,1998,1110.0,3340.3,9.01
94,4,1998,593.0,30162.0,19.92
42,4,2001,1083.0,43720.04,24.5
42,6,2001,1083.0,43720.04,27.2
23,1,2012,1113.0,1737.47,11.12
42,0,1998,1083.0,49157.0,26.69
44,8,1998,216.0,755.0,24.33
62,1,1997,758.0,34468.93,20.99
84,8,2009,495.0,26857.0,15.44
74,7,1999,3142.0,105.0,25.38
42,7,2006,1083.0,37423.0,27.15
21,8,1999,1522.0,15373.0,5.93
84,4,2001,495.0,26857.0,15.68
27,5,1997,51.0,4607.0,21.45
82,3,2011,686.0,741.85,25.41
42,8,1997,1083.0,52279.0,25.58
16,9,2010,748.0,442.89,29.17
50,3,1996,630.0,6344.0,16.44
2,8,2009,1010.0,40.0,24.33
3,8,1994,591.0,30195.0,18.31
61,7,2005,2041.0,698.23,24.16
43,0,2012,2702.0,1597.0,25.59
14,6,1999,1761.0,119166.69999999998,26.66
60,4,1996,92.0,39.09,27.93
61,4,1992,2041.0,687.86,23.81
48,7,2001,1668.0,78735.45,13.13
100,1,2005,657.0,3129.26,21.49
51,3,1992,641.0,1005.0,6.89
71,5,2013,151.0,21.37,30.42
19,8,1999,537.0,44293.0,6.02
73,7,2009,494.0,3957.61,19.3
42,5,1999,1083.0,46195.0,26.96
42,3,1992,1083.0,70791.0,26.78
47,2,1991,2051.0,1415.65,27.24
17,0,1995,1274.0,144.2,21.55
78,8,2001,74.0,68.0,28.36
42,8,1999,1083.0,46195.0,26.36
48,9,1992,1668.0,79821.18,12.94
5,4,2012,534.0,48687.88,11.79
94,5,2006,593.0,27421.0,17.71
62,0,1996,758.0,34468.93,21.08
92,3,2006,1622.0,41220.0,27.92
95,2,2012,1180.0,88.0,24.03
62,6,1990,758.0,34468.93,16.69
28,5,2005,1784.0,1922.78,26.07
42,0,2000,1083.0,44957.52,26.43
22,2,1992,3240.0,15305.94,22.67
62,4,1992,758.0,34468.93,21.0
26,4,2008,2274.0,15396.14,17.16
14,3,2007,1761.0,119166.69999999998,27.92
50,4,1993,630.0,3469.0,16.36
53,1,1994,788.0,0.3,14.22
25,2,2004,1410.0,3713.96,26.83
5,1,2001,534.0,32710.0,18.39
20,3,2013,1342.0,22.87,25.69
3,4,2012,591.0,119166.69999999998,18.43
43,6,1991,2702.0,3259.0,27.21
86,4,1998,1712.0,1532.41,27.13
79,5,1997,637.0,15349.0,10.46
62,3,1998,758.0,34468.93,25.14
49,8,2008,250.0,7044.9,7.25
22,8,1990,3240.0,18058.29,27.22
20,3,2001,1342.0,22.87,25.28
62,0,1995,758.0,34468.93,16.85
16,0,1996,748.0,39.16,28.74
39,5,1992,1440.0,11.52,26.81
59,5,1990,282.0,95.7,27.61
42,6,1990,1083.0,75000.0,26.91
85,5,2010,636.0,39043.0,12.01
17,0,1996,1274.0,207.1,21.18
98,4,1996,1300.0,3444.01,17.03
10,6,2006,2666.0,9074.43,26.44
19,6,2009,537.0,54529.4,7.8
14,7,2001,1761.0,119166.69999999998,18.67
92,4,2008,1622.0,65423.0,27.48
94,1,1990,593.0,29918.0,19.22
37,2,2007,1651.0,400.55,27.28
5,4,2002,534.0,26651.0,17.73
62,6,2000,758.0,34468.93,20.19
80,5,2000,1212.0,147.0,19.59
35,8,2006,652.0,7505.3,17.78
20,5,2013,1342.0,22.87,25.69
27,1,2007,51.0,9105.0,22.36
42,7,2001,1083.0,43720.04,25.59
14,1,1999,1761.0,119166.69999999998,27.64
42,7,2000,1083.0,44957.52,26.05
5,3,2009,534.0,38065.68,20.65
97,3,1992,1220.0,31077.0,9.54
83,8,2001,1162.0,1387.0,10.74
42,7,2000,1083.0,44957.52,27.23
64,4,1991,346.0,9771.14,17.47
42,3,2000,1083.0,44957.52,26.05
14,3,1996,1761.0,101621.67,18.63
35,7,2008,652.0,5130.8,18.61
43,4,2002,2702.0,1597.0,27.01
59,1,1995,282.0,28.73,27.25
69,3,2002,1732.0,4170.0,13.28
9,3,2006,83.0,12.12,27.15
73,3,2001,494.0,11871.0,25.18
43,0,1992,2702.0,825.0,27.4
77,4,2006,854.0,15702.0,16.84
62,0,2007,758.0,64501.28,16.38
42,1,1997,1083.0,52279.0,24.71
14,3,2008,1761.0,119166.69999999998,24.26
42,1,2010,1083.0,40093.69,26.52
43,6,2002,2702.0,1597.0,27.49
42,1,2002,1083.0,42482.56,27.35
84,6,1992,495.0,16582.0,16.48
14,3,2001,1761.0,119166.69999999998,20.96
2,3,1997,1010.0,40.0,24.06
75,4,2010,1738.0,15590.54,16.97
10,1,2000,2666.0,3170.0,25.91
29,1,1994,383.0,4.44,24.13
74,1,1997,3142.0,105.0,24.86
79,8,2010,637.0,7249.2,11.94
99,1,2013,1020.0,1670.0,20.14
26,5,2000,2274.0,17948.0,21.46
75,1,2012,1738.0,18885.82,17.68
84,8,2013,495.0,26857.0,14.98
49,5,1999,250.0,4720.28,7.09
65,3,1990,1032.0,102.26,21.51
50,5,1997,630.0,5172.0,16.77
85,1,1993,636.0,29408.0,11.12
75,2,2008,1738.0,12598.66,17.34
19,6,2005,537.0,36363.0,9.05
14,4,2012,1761.0,119166.69999999998,27.34
21,8,1990,1522.0,15373.0,6.11
3,8,2010,591.0,105915.04,17.33
19,3,1990,537.0,29568.0,8.2
72,3,2010,1414.0,698.98,1.3
84,6,2013,495.0,26857.0,18.0
3,6,1996,591.0,54595.0,17.97
53,8,1999,788.0,0.3,15.34
2,7,2011,1010.0,40.0,24.15
14,0,2002,1761.0,119166.69999999998,19.09
42,0,2002,1083.0,42482.56,27.35
22,9,2010,3240.0,48618.46,22.68
42,0,1994,1083.0,61357.0,24.84
42,3,2005,1083.0,35342.0,25.85
48,7,1992,1668.0,79821.18,15.63
14,9,2013,1761.0,119166.69999999998,17.57
43,0,2002,2702.0,1597.0,27.49
22,3,2011,3240.0,53797.0,22.33
65,0,2007,1032.0,547.31,21.91
13,5,2007,416.0,17.0,19.71
81,3,2010,59.0,4684.4,27.37
52,5,1997,661.0,1816.0,18.99
19,3,1995,537.0,32223.4,5.47
84,8,2013,495.0,26857.0,18.0
97,3,1999,1220.0,35537.0,8.74
94,4,2008,593.0,37640.2,19.92
33,1,1994,700.0,26330.0,10.43
12,8,2004,847.0,9186.0,10.94
42,3,2001,1083.0,43720.04,26.02
60,3,2008,92.0,17.22,28.14
42,8,2010,1083.0,40093.69,26.93
94,6,2002,593.0,27915.0,12.24
43,7,2005,2702.0,1597.0,27.22
43,3,2008,2702.0,1597.0,25.32
85,7,1993,636.0,29408.0,16.28
70,3,2012,2280.0,4413.82,26.91
15,5,1992,608.0,3906.0,9.07
14,8,2000,1761.0,119166.69999999998,18.01
64,7,1999,346.0,13028.29,17.88
19,6,2013,537.0,81659.8,7.86
33,8,2000,700.0,35273.17,6.33
5,6,1990,534.0,17866.0,18.05
52,3,2011,661.0,1816.0,19.67
14,4,2000,1761.0,119166.69999999998,20.32
47,7,1995,2051.0,1445.12,27.4
85,6,1994,636.0,31244.0,17.67
42,5,1991,1083.0,72133.0,26.34
62,4,1992,758.0,34468.93,21.92
68,1,1999,778.0,11152.0,10.74
18,6,2006,1604.0,950.22,25.39
48,6,1992,1668.0,79821.18,12.94
4,1,1999,562.0,60.38,10.11
26,0,2012,2274.0,11469.74,21.86
4,3,2012,562.0,278.72,10.2
42,4,1990,1083.0,75000.0,25.68
26,2,2005,2274.0,18391.23,21.82
2,6,2008,1010.0,40.0,24.27
48,8,1999,1668.0,79821.18,15.79
87,1,2012,1712.0,2469.47,26.42
14,4,1991,1761.0,58349.44,27.34
48,6,1999,1668.0,79821.18,13.78
64,3,1996,346.0,11806.86,17.97
92,1,1992,1622.0,18849.0,27.55
63,3,2009,241.0,0.55,11.46
64,6,2005,346.0,13966.0,18.18
14,6,2001,1761.0,119166.69999999998,18.67
5,6,2011,534.0,47632.99,19.99
14,0,1990,1761.0,49695.0,18.47
5,1,1996,534.0,31185.0,20.06
14,4,1998,1761.0,118930.56,18.2
97,8,2011,1220.0,16401.66,10.63
42,6,1994,1083.0,61357.0,25.92
100,7,2011,657.0,3340.35,20.78
93,8,2006,207.0,543.93,19.82
84,8,1994,495.0,16582.0,15.1
0,6,1998,1485.0,439.89,16.27
71,1,2006,151.0,21.12,29.78
50,1,2006,630.0,1578.0,16.92
42,1,2011,1083.0,55540.0,25.63
7,4,2010,447.0,333.85,13.85
48,7,1993,1668.0,79821.18,14.93
58,7,1990,2875.0,39406.48,27.21
14,8,1996,1761.0,101621.67,21.56
98,6,2012,1300.0,23506.4,17.53
14,9,2005,1761.0,119166.69999999998,25.7
22,1,1994,3240.0,17051.34,27.17
60,1,1997,92.0,39.09,28.28
5,3,2012,534.0,48687.88,11.79
42,3,1992,1083.0,70791.0,26.82
42,3,1994,1083.0,61357.0,24.29
70,3,2011,2280.0,4932.05,26.94
14,1,1997,1761.0,110276.11,25.96
14,8,1993,1761.0,75658.33,18.69
48,8,2009,1668.0,60970.8,16.02
34,5,1993,1187.0,65.8,26.67
14,5,2011,1761.0,119166.69999999998,18.01
41,3,2013,589.0,7744.5,12.44
62,5,2002,758.0,16189.88,21.5
3,7,2013,591.0,119166.69999999998,16.45
84,8,1991,495.0,16582.0,21.06
62,3,1996,758.0,34468.93,16.08
9,3,1990,83.0,14.05,26.26
15,5,2010,608.0,1588.5,9.65
85,7,1990,636.0,39562.0,17.36
73,7,2007,494.0,5935.96,26.53
62,0,2006,758.0,50891.95,21.5
43,3,1993,2702.0,1597.0,27.51
43,4,2009,2702.0,1597.0,27.69
14,0,1990,1761.0,49695.0,17.77
33,6,2012,700.0,45522.5,9.2
60,3,1992,92.0,39.09,27.52
20,9,1990,1342.0,0.04,25.42
1,4,1990,89.0,1828.92,17.48
73,7,2005,494.0,7914.31,27.21
42,4,2009,1083.0,28707.01,26.41
1,1,1997,89.0,401.22,17.84
21,3,1999,1522.0,15373.0,5.93
42,3,2002,1083.0,42482.56,26.15
64,6,1995,346.0,11399.71,18.72
2,4,1991,1010.0,79.0,24.02
6,3,2004,1110.0,3301.7,8.76
82,5,1999,686.0,470.87,24.93
14,8,1992,1761.0,67003.89,25.61
20,0,1997,1342.0,22.87,25.69
46,8,1996,832.0,74617.2,12.28
14,5,1999,1761.0,119166.69999999998,26.66
42,6,1994,1083.0,61357.0,26.03
64,7,2012,346.0,13697.0,18.24
7,3,2006,447.0,148.68,12.66
33,3,2002,700.0,34431.72,6.26
90,3,1998,1537.0,1563.6,7.81
95,7,2012,1180.0,88.0,24.03
94,5,2007,593.0,48715.51,14.98
19,6,2006,537.0,36572.75,8.31
14,0,2013,1761.0,119166.69999999998,21.59
44,5,2011,216.0,1795.94,23.44
73,8,2009,494.0,3957.61,25.37
54,3,1992,56.0,87.0,19.67
48,4,1990,1668.0,79821.18,16.46
62,5,1999,758.0,34468.93,20.86
97,8,1993,1220.0,32387.0,9.14
48,9,1995,1668.0,79821.18,12.98
65,3,1997,1032.0,60.63,21.54
48,4,2007,1668.0,61164.07,15.94
49,6,1996,250.0,13047.0,1.61
84,6,2001,495.0,26857.0,18.92
48,3,1996,1668.0,79821.18,15.32
43,7,2010,2702.0,1597.0,25.57
2,3,1994,1010.0,25.5,24.04
8,7,2000,1292.0,484.59,25.16
39,0,2012,1440.0,27.85,27.2
19,1,2012,537.0,73508.9,7.09
16,4,2008,748.0,190.92,28.4
43,3,2009,2702.0,1597.0,27.31
80,8,1995,1212.0,188.2,19.81
42,1,1998,1083.0,49157.0,25.77
94,4,1995,593.0,27328.0,17.64
12,8,2002,847.0,9204.0,11.44
19,6,2012,537.0,73508.9,10.51
30,3,2004,626.0,351.0,6.03
5,5,2007,534.0,32446.25,17.49
42,7,2005,1083.0,35342.0,25.82
42,1,1997,1083.0,52279.0,24.71
47,1,2013,2051.0,909.71,27.41
94,4,2012,593.0,42610.59,18.54
14,9,1991,1761.0,58349.44,27.34
71,0,2004,151.0,26.31,29.8
15,4,1995,608.0,3519.75,8.69
73,6,2006,494.0,6925.13,23.28
84,7,2004,495.0,26857.0,15.49
65,4,2006,1032.0,891.54,21.68
16,6,2000,748.0,75.44,28.6
37,1,1994,1651.0,39.0,27.03
73,3,1996,494.0,11955.0,24.43
13,5,1992,416.0,17.0,20.59
22,2,2013,3240.0,54563.38,27.6
22,4,2013,3240.0,54563.38,27.6
14,9,1997,1761.0,110276.11,20.77
25,5,2005,1410.0,3515.56,26.9
85,3,2007,636.0,39286.0,17.24
90,3,2007,1537.0,2099.3,8.43
14,8,1999,1761.0,119166.69999999998,24.01
5,5,1990,534.0,17866.0,14.16
14,6,2005,1761.0,119166.69999999998,20.78
48,7,2013,1668.0,52794.3,16.0
91,5,1994,691.0,714.0,8.01
14,3,2012,1761.0,119166.69999999998,25.65
1,4,2008,89.0,11556.12,17.55
84,6,2008,495.0,26857.0,15.75
14,7,2010,1761.0,119166.69999999998,20.72
50,9,1995,630.0,4607.0,16.52
43,1,2007,2702.0,1597.0,27.14
42,5,2001,1083.0,43720.04,25.86
84,4,2011,495.0,26857.0,18.75
99,1,1992,1020.0,1080.0,21.85
21,1,1990,1522.0,15373.0,6.11
42,7,2010,1083.0,40093.69,26.31
36,7,2004,1996.0,11959.92,19.85
62,3,1990,758.0,34468.93,16.69
26,8,1991,2274.0,2377.0,17.59
73,7,1998,494.0,18406.0,19.15
100,1,1991,657.0,6753.0,20.95
77,8,1993,854.0,8985.0,15.33
21,1,1995,1522.0,15373.0,13.02
42,5,2002,1083.0,42482.56,26.63
54,1,2013,56.0,3548.0,20.78
35,3,1994,652.0,6341.0,18.47
16,0,2001,748.0,57.46,28.77
35,8,2002,652.0,11852.0,18.33
42,7,2002,1083.0,42482.56,26.49
91,4,2012,691.0,264.6,7.71
62,1,1997,758.0,34468.93,20.99
42,7,2000,1083.0,44957.52,26.49
14,9,1998,1761.0,118930.56,18.49
62,0,2002,758.0,16189.88,16.37
62,6,1996,758.0,34468.93,20.79
97,8,1993,1220.0,32387.0,7.59
48,3,2006,1668.0,65248.26,15.43
49,6,2002,250.0,3361.84,7.4
42,8,2001,1083.0,43720.04,27.2
27,5,1990,51.0,13214.0,20.73
84,5,1999,495.0,26098.8,16.09
93,5,1991,207.0,909.0,18.41
48,6,1999,1668.0,79821.18,15.79
62,1,1991,758.0,34468.93,22.5
19,8,1997,537.0,38258.2,6.72
47,0,2004,2051.0,909.71,27.47
85,6,2004,636.0,47445.0,12.17
74,1,1992,3142.0,121.0,25.3
20,4,1992,1342.0,0.04,24.81
69,8,2004,1732.0,4050.0,12.76
70,5,1990,2280.0,575.0,27.03
94,3,2000,593.0,33471.0,17.97
21,4,2004,1522.0,9830.72,13.44
42,3,2011,1083.0,55540.0,25.48
54,3,2010,56.0,3548.0,20.51
42,0,2011,1083.0,55540.0,27.29
26,8,2001,2274.0,7344.0,21.88
2,0,2011,1010.0,40.0,24.15
26,0,1994,2274.0,2670.0,17.4
43,6,1990,2702.0,2432.0,27.05
60,5,2011,92.0,13.35,27.87
33,3,1992,700.0,29542.0,9.84
53,1,2007,788.0,35.27,14.81
50,0,1998,630.0,4114.0,16.53
42,3,2008,1083.0,14485.33,25.23
96,8,2005,565.0,23021.7,8.39
48,6,1996,1668.0,79821.18,14.8
14,5,2008,1761.0,119166.69999999998,26.94
91,1,2006,691.0,241.9,8.97
62,3,2002,758.0,16189.88,19.62
29,8,2004,383.0,27.63,24.79
18,1,1991,1604.0,99.09,24.99
25,3,2011,1410.0,6316.61,26.66
43,6,2001,2702.0,1597.0,26.81
14,4,2000,1761.0,119166.69999999998,26.82
46,8,2000,832.0,79447.0,8.13
42,5,2013,1083.0,45620.0,26.99
42,5,1997,1083.0,52279.0,24.92
42,3,2004,1083.0,35113.0,25.32
42,3,2001,1083.0,43720.04,25.59
42,3,2009,1083.0,28707.01,26.41
97,3,2006,1220.0,22588.09,10.02
64,8,2012,346.0,13697.0,18.2
62,1,2004,758.0,26433.14,19.56
92,5,2004,1622.0,88548.0,27.8
42,3,1998,1083.0,49157.0,27.32
75,3,2011,1738.0,15436.91,17.03
94,8,2005,593.0,40332.0,14.23
42,5,2012,1083.0,52980.0,26.09
90,1,1998,1537.0,1563.6,7.81
62,1,2011,758.0,65961.1,16.26
48,6,1994,1668.0,79821.18,16.07
83,8,1994,1162.0,944.0,11.33
64,6,1997,346.0,12214.0,18.31
73,1,1999,494.0,20450.0,23.8
0,3,1991,1485.0,121.0,15.36
17,1,2012,1274.0,98.59,21.44
5,6,2000,534.0,33475.0,14.32
81,1,1999,59.0,2853.74,26.92
14,3,2005,1761.0,119166.69999999998,26.27
81,8,2001,59.0,3194.48,26.6
10,7,1990,2666.0,1266.0,25.98
2,1,2002,1010.0,40.0,24.79
25,9,1994,1410.0,4971.0,26.78
3,1,2000,591.0,63265.78,17.66
62,1,1991,758.0,34468.93,19.69
5,4,2013,534.0,45177.18,18.09
73,1,2007,494.0,5935.96,19.5
42,3,1991,1083.0,72133.0,26.2
60,9,2012,92.0,26.41,27.77
14,0,2008,1761.0,119166.69999999998,25.54
94,1,1991,593.0,24343.0,18.94
14,0,1991,1761.0,58349.44,25.57
44,1,2008,216.0,1245.94,24.09
22,9,1997,3240.0,16005.0,22.9
44,8,2001,216.0,837.47,20.8
48,6,1992,1668.0,79821.18,15.68
42,0,1996,1083.0,56114.0,27.37
69,8,1991,1732.0,3490.0,12.82
85,1,2010,636.0,39043.0,16.83
70,5,1999,2280.0,4097.16,26.82
92,5,2009,1622.0,67933.0,27.79
57,0,2008,1181.0,624.52,20.42
19,3,2005,537.0,36363.0,5.53
70,1,2000,2280.0,3925.63,26.73
48,4,2005,1668.0,63829.77,12.99
73,5,1994,494.0,6183.0,22.93
62,8,1990,758.0,34468.93,21.46
62,0,2002,758.0,16189.88,16.37
22,3,2000,3240.0,75843.0,22.01
84,6,1994,495.0,16582.0,20.65
84,7,2005,495.0,26857.0,16.29
43,7,1997,2702.0,1597.0,27.62
19,6,2008,537.0,53707.3,7.3
94,1,2012,593.0,42610.59,12.71
45,3,1990,1118.0,2014.0,9.59
42,4,2013,1083.0,45620.0,26.99
14,0,2005,1761.0,119166.69999999998,22.05
22,0,2013,3240.0,54563.38,22.85
43,1,1997,2702.0,1597.0,27.26
73,4,1994,494.0,6183.0,26.13
92,1,2010,1622.0,68986.0,28.54
42,4,1998,1083.0,49157.0,26.69
98,6,1999,1300.0,3925.03,16.62
49,3,1999,250.0,4720.28,3.73
26,3,1999,2274.0,14216.0,21.43
91,4,1999,691.0,601.94,8.74
42,7,2001,1083.0,43720.04,24.5
50,0,2011,630.0,1578.0,16.9
33,6,2006,700.0,38540.15,5.94
14,0,2006,1761.0,119166.69999999998,27.76
10,8,2013,2666.0,15330.16,26.59
64,8,2005,346.0,13966.0,18.18
62,4,2006,758.0,50891.95,20.3
14,6,2004,1761.0,119166.69999999998,21.59
73,5,2007,494.0,5935.96,19.5
92,0,2001,1622.0,30629.67,27.81
27,7,2005,51.0,5471.0,21.08
61,7,1996,2041.0,517.61,23.89
41,8,1995,589.0,7715.0,10.34
42,1,1991,1083.0,72133.0,25.32
79,5,2007,637.0,6314.0,12.99
1,1,1995,89.0,2697.09,17.36
5,3,2005,534.0,34310.0,14.38
84,6,1998,495.0,24304.0,21.22
44,1,2012,216.0,1979.27,20.7
42,7,1998,1083.0,49157.0,25.46
27,1,2010,51.0,11590.0,22.46
60,1,2011,92.0,13.35,27.87
42,6,1991,1083.0,72133.0,23.77
43,4,2001,2702.0,1597.0,25.43
42,4,2010,1083.0,40093.69,24.98
62,6,2007,758.0,64501.28,21.35
85,5,1999,636.0,33614.0,17.43
42,7,2002,1083.0,42482.56,26.06
43,6,2006,2702.0,1597.0,26.98
36,6,2000,1996.0,9665.14,19.47
5,8,2013,534.0,45177.18,17.39
100,7,1997,657.0,2762.0,20.63
62,7,1997,758.0,34468.93,19.65
10,3,2010,2666.0,13283.72,26.65
5,4,2000,534.0,33475.0,14.32
76,3,1991,600.0,5422.0,7.9
38,2,2011,2387.0,400.76,27.43
70,2,2012,2280.0,4413.82,26.91
75,0,2000,1738.0,5175.0,17.02
42,3,2008,1083.0,14485.33,27.05
49,4,1995,250.0,13535.0,6.53
86,6,2001,1712.0,1705.05,26.63
5,3,1992,534.0,22234.0,11.21
44,6,1996,216.0,616.0,20.13
14,8,2009,1761.0,119166.69999999998,24.98
10,4,2005,2666.0,7605.01,26.19
14,4,2002,1761.0,119166.69999999998,27.27
14,7,1992,1761.0,67003.89,21.35
14,4,1991,1761.0,58349.44,19.11
64,6,1999,346.0,13028.29,17.68
73,8,2002,494.0,10881.83,19.7
58,1,1999,2875.0,39406.48,26.95
46,8,2008,832.0,79643.0,13.01
42,3,1992,1083.0,70791.0,27.24
42,7,1994,1083.0,61357.0,25.87
14,3,2005,1761.0,119166.69999999998,25.7
14,8,1997,1761.0,110276.11,18.36
42,8,2005,1083.0,35342.0,25.72
42,6,1998,1083.0,49157.0,25.87
61,3,2008,2041.0,781.32,24.19
43,3,1994,2702.0,1597.0,27.34
73,7,2010,494.0,2968.44,23.75
48,7,2007,1668.0,61164.07,16.03
99,3,1999,1020.0,1670.0,20.53
38,9,2007,2387.0,246.5,27.3
98,5,1998,1300.0,4239.03,16.77
43,4,2004,2702.0,1597.0,26.97
22,9,1999,3240.0,66088.0,21.83
83,3,2002,1162.0,1164.1,11.18
42,7,2012,1083.0,52980.0,28.02
50,3,2009,630.0,1578.0,17.3
42,5,1996,1083.0,56114.0,27.37
19,8,2011,537.0,62107.2,9.32
56,7,2008,1513.0,112.11,19.79
94,8,2000,593.0,33471.0,17.97
48,8,1990,1668.0,79821.18,16.46
43,0,2005,2702.0,1597.0,27.77
42,5,1994,1083.0,61357.0,25.95
49,1,2009,250.0,8716.14,6.77
19,1,2011,537.0,62107.2,7.3
62,8,2008,758.0,61732.11,22.68
59,9,2010,282.0,3.84,28.18
85,6,1991,636.0,39147.0,16.58
72,3,2013,1414.0,761.97,3.5
62,4,2002,758.0,16189.88,16.37
82,7,1994,686.0,547.3,24.94
62,3,2011,758.0,65961.1,16.64
51,8,2009,641.0,881.2,6.51
42,5,2002,1083.0,42482.56,25.76
54,1,2002,56.0,5291.88,20.73
14,1,2008,1761.0,119166.69999999998,20.22
40,8,2007,1976.0,5283.93,24.55
14,0,1997,1761.0,110276.11,18.36
42,8,1998,1083.0,49157.0,27.32
94,3,1992,593.0,27110.0,10.77
42,1,2011,1083.0,55540.0,27.02
32,3,2013,867.0,66497.29,11.01
14,3,1996,1761.0,101621.67,27.6
